timestamp,tank_level_m3,tank_level_pct,pump_running,pump_flow_m3h,consumption_m3h,network_pressure_bar,turbidity_raw_ntu,turbidity_clean_ntu,daily_consumption_m3,active_faults
2026-09-01T00:28:00,59.42,59.4,0,0.0,1.18,3.93,0.157,0.066,0.58,
2026-09-01T00:29:00,59.4,59.4,0,0.0,1.2,3.92,0.152,0.066,0.6,
2026-09-01T00:30:00,59.38,59.4,0,0.0,1.11,3.96,0.155,0.066,0.62,
2026-09-01T00:31:00,59.36,59.4,0,0.0,1.18,3.92,0.154,0.067,0.64,
2026-09-01T00:32:00,59.34,59.3,0,0.0,1.32,3.94,0.159,0.067,0.66,
2026-09-01T00:33:00,59.32,59.3,0,0.0,1.29,3.91,0.161,0.067,0.68,
2026-09-01T00:34:00,59.3,59.3,0,0.0,1.24,3.95,0.159,0.068,0.7,
2026-09-01T00:35:00,59.27,59.3,0,0.0,1.23,3.92,0.158,0.068,0.73,
2026-09-01T00:36:00,59.25,59.3,0,0.0,1.19,3.97,0.162,0.069,0.75,
2026-09-01T00:37:00,59.24,59.2,0,0.0,1.14,3.95,0.159,0.068,0.76,
2026-09-01T00:38:00,59.21,59.2,0,0.0,1.3,3.96,0.157,0.066,0.79,
2026-09-01T00:39:00,59.19,59.2,0,0.0,1.23,3.95,0.153,0.067,0.81,
2026-09-01T00:40:00,59.17,59.2,0,0.0,1.26,3.95,0.156,0.067,0.83,
2026-09-01T00:41:00,59.15,59.2,0,0.0,1.21,3.92,0.154,0.067,0.85,
2026-09-01T00:42:00,59.13,59.1,0,0.0,1.08,3.98,0.158,0.069,0.87,
2026-09-01T00:43:00,59.11,59.1,0,0.0,1.28,3.93,0.154,0.067,0.89,
2026-09-01T00:44:00,59.09,59.1,0,0.0,1.29,3.97,0.15,0.065,0.91,
2026-09-01T00:45:00,59.07,59.1,0,0.0,1.2,3.92,0.152,0.064,0.93,
2026-09-01T00:46:00,59.05,59.1,0,0.0,1.26,3.92,0.152,0.063,0.95,
2026-09-01T00:47:00,59.03,59.0,0,0.0,1.21,3.93,0.156,0.065,0.97,
2026-09-01T00:48:00,59.01,59.0,0,0.0,1.18,3.93,0.156,0.064,0.99,
2026-09-01T00:49:00,58.99,59.0,0,0.0,1.26,3.93,0.154,0.063,1.01,
2026-09-01T00:50:00,58.97,59.0,0,0.0,1.32,3.95,0.154,0.063,1.03,
2026-09-01T00:51:00,58.95,58.9,0,0.0,1.2,3.92,0.151,0.065,1.05,
2026-09-01T00:52:00,58.93,58.9,0,0.0,1.16,3.95,0.148,0.064,1.07,
2026-09-01T00:53:00,58.91,58.9,0,0.0,1.13,3.92,0.15,0.066,1.09,
2026-09-01T00:54:00,58.89,58.9,0,0.0,1.13,3.97,0.153,0.066,1.11,
2026-09-01T00:55:00,58.87,58.9,0,0.0,1.1,3.93,0.155,0.066,1.13,
2026-09-01T00:56:00,58.85,58.9,0,0.0,1.13,3.93,0.159,0.067,1.15,
2026-09-01T00:57:00,58.83,58.8,0,0.0,1.22,3.94,0.162,0.068,1.17,
2026-09-01T00:58:00,58.81,58.8,0,0.0,1.27,3.92,0.158,0.071,1.19,
2026-09-01T00:59:00,58.79,58.8,0,0.0,1.18,3.94,0.158,0.069,1.21,
2026-09-01T01:00:00,58.77,58.8,0,0.0,1.25,3.95,0.163,0.07,1.23,
2026-09-01T01:01:00,58.75,58.8,0,0.0,1.1,3.94,0.161,0.069,1.25,
2026-09-01T01:02:00,58.73,58.7,0,0.0,1.29,3.93,0.158,0.071,1.27,
2026-09-01T01:03:00,58.71,58.7,0,0.0,1.19,3.94,0.156,0.072,1.29,
2026-09-01T01:04:00,58.69,58.7,0,0.0,1.14,3.97,0.155,0.071,1.31,
2026-09-01T01:05:00,58.67,58.7,0,0.0,1.29,3.95,0.151,0.071,1.33,
2026-09-01T01:06:00,58.65,58.6,0,0.0,1.32,3.96,0.155,0.073,1.35,
2026-09-01T01:07:00,58.63,58.6,0,0.0,1.3,3.96,0.152,0.071,1.37,
2026-09-01T01:08:00,58.61,58.6,0,0.0,1.2,3.93,0.151,0.071,1.39,
2026-09-01T01:09:00,58.59,58.6,0,0.0,1.09,3.94,0.156,0.069,1.41,
2026-09-01T01:10:00,58.57,58.6,0,0.0,1.14,3.97,0.156,0.07,1.43,
2026-09-01T01:11:00,58.55,58.6,0,0.0,1.18,3.97,0.16,0.069,1.45,
2026-09-01T01:12:00,58.53,58.5,0,0.0,1.21,3.96,0.157,0.071,1.47,
2026-09-01T01:13:00,58.51,58.5,0,0.0,1.15,3.98,0.158,0.069,1.49,
2026-09-01T01:14:00,58.49,58.5,0,0.0,1.21,3.96,0.153,0.067,1.51,
2026-09-01T01:15:00,58.47,58.5,0,0.0,1.22,3.95,0.157,0.068,1.53,
2026-09-01T01:16:00,58.45,58.5,0,0.0,1.12,3.98,0.153,0.068,1.55,
2026-09-01T01:17:00,58.43,58.4,0,0.0,1.12,3.96,0.155,0.07,1.57,
2026-09-01T01:18:00,58.41,58.4,0,0.0,1.14,3.93,0.158,0.07,1.59,
2026-09-01T01:19:00,58.4,58.4,0,0.0,1.14,3.95,0.16,0.069,1.6,
2026-09-01T01:20:00,58.38,58.4,0,0.0,1.18,3.95,0.16,0.069,1.62,
2026-09-01T01:21:00,58.35,58.4,0,0.0,1.3,3.92,0.162,0.068,1.65,
2026-09-01T01:22:00,58.33,58.3,0,0.0,1.14,3.94,0.164,0.067,1.67,
2026-09-01T01:23:00,58.32,58.3,0,0.0,1.15,3.94,0.166,0.067,1.68,
2026-09-01T01:24:00,58.3,58.3,0,0.0,1.1,3.95,0.171,0.069,1.7,
2026-09-01T01:25:00,58.28,58.3,0,0.0,1.32,3.92,0.169,0.07,1.72,
2026-09-01T01:26:00,58.26,58.3,0,0.0,1.14,3.97,0.172,0.072,1.74,
2026-09-01T01:27:00,58.23,58.2,0,0.0,1.29,3.93,0.169,0.073,1.77,
2026-09-01T01:28:00,58.21,58.2,0,0.0,1.28,3.95,0.17,0.071,1.79,
2026-09-01T01:29:00,58.19,58.2,0,0.0,1.32,3.95,0.165,0.071,1.81,
2026-09-01T01:30:00,58.17,58.2,0,0.0,1.28,3.93,0.167,0.073,1.83,
2026-09-01T01:31:00,58.15,58.1,0,0.0,1.31,3.92,0.163,0.072,1.85,
2026-09-01T01:32:00,58.13,58.1,0,0.0,1.11,3.95,0.161,0.071,1.87,
2026-09-01T01:33:00,58.11,58.1,0,0.0,1.23,3.96,0.158,0.07,1.89,
2026-09-01T01:34:00,58.09,58.1,0,0.0,1.23,3.93,0.158,0.07,1.91,
2026-09-01T01:35:00,58.07,58.1,0,0.0,1.3,3.96,0.154,0.068,1.93,
2026-09-01T01:36:00,58.05,58.0,0,0.0,1.18,3.93,0.149,0.07,1.95,
2026-09-01T01:37:00,58.03,58.0,0,0.0,1.27,3.95,0.146,0.068,1.97,
2026-09-01T01:38:00,58.01,58.0,0,0.0,1.26,3.95,0.146,0.068,1.99,
2026-09-01T01:39:00,57.99,58.0,0,0.0,1.08,3.93,0.149,0.07,2.01,
2026-09-01T01:40:00,57.97,58.0,0,0.0,1.3,3.94,0.153,0.07,2.03,
2026-09-01T01:41:00,57.95,57.9,0,0.0,1.22,3.92,0.149,0.072,2.05,
2026-09-01T01:42:00,57.93,57.9,0,0.0,1.15,3.97,0.152,0.071,2.07,
2026-09-01T01:43:00,57.9,57.9,0,0.0,1.29,3.97,0.149,0.071,2.1,
2026-09-01T01:44:00,57.89,57.9,0,0.0,1.14,3.92,0.152,0.069,2.11,
2026-09-01T01:45:00,57.86,57.9,0,0.0,1.29,3.94,0.153,0.071,2.14,
2026-09-01T01:46:00,57.85,57.8,0,0.0,1.12,3.98,0.157,0.069,2.15,
2026-09-01T01:47:00,57.82,57.8,0,0.0,1.31,3.96,0.161,0.07,2.18,
2026-09-01T01:48:00,57.81,57.8,0,0.0,1.09,3.97,0.159,0.071,2.19,
2026-09-01T01:49:00,57.78,57.8,0,0.0,1.3,3.96,0.163,0.072,2.22,
2026-09-01T01:50:00,57.76,57.8,0,0.0,1.27,3.93,0.166,0.072,2.24,
2026-09-01T01:51:00,57.74,57.7,0,0.0,1.11,3.97,0.169,0.073,2.26,
2026-09-01T01:52:00,57.73,57.7,0,0.0,1.13,3.97,0.169,0.074,2.27,
2026-09-01T01:53:00,57.71,57.7,0,0.0,1.15,3.97,0.166,0.075,2.29,
2026-09-01T01:54:00,57.69,57.7,0,0.0,1.09,3.93,0.164,0.077,2.31,
2026-09-01T01:55:00,57.67,57.7,0,0.0,1.29,3.97,0.162,0.076,2.33,
2026-09-01T01:56:00,57.65,57.6,0,0.0,1.23,3.94,0.167,0.078,2.35,
2026-09-01T01:57:00,57.63,57.6,0,0.0,1.21,3.97,0.163,0.076,2.37,
2026-09-01T01:58:00,57.6,57.6,0,0.0,1.31,3.92,0.168,0.077,2.4,
2026-09-01T01:59:00,57.58,57.6,0,0.0,1.14,3.93,0.167,0.074,2.42,
2026-09-01T02:00:00,57.56,57.6,0,0.0,1.26,3.93,0.168,0.075,2.44,
2026-09-01T02:01:00,57.54,57.5,0,0.0,1.2,3.94,0.169,0.073,2.46,
2026-09-01T02:02:00,57.52,57.5,0,0.0,1.14,3.96,0.164,0.072,2.48,
2026-09-01T02:03:00,57.5,57.5,0,0.0,1.3,3.94,0.166,0.071,2.5,
2026-09-01T02:04:00,57.48,57.5,0,0.0,1.26,3.95,0.165,0.071,2.52,
2026-09-01T02:05:00,57.46,57.5,0,0.0,1.1,3.96,0.163,0.069,2.54,
2026-09-01T02:06:00,57.44,57.4,0,0.0,1.16,3.97,0.165,0.067,2.56,
2026-09-01T02:07:00,57.43,57.4,0,0.0,1.15,3.94,0.165,0.066,2.57,
2026-09-01T02:08:00,57.41,57.4,0,0.0,1.18,3.93,0.161,0.066,2.59,
2026-09-01T02:09:00,57.39,57.4,0,0.0,1.18,3.97,0.163,0.067,2.61,
2026-09-01T02:10:00,57.36,57.4,0,0.0,1.3,3.95,0.161,0.069,2.64,
2026-09-01T02:11:00,57.34,57.3,0,0.0,1.21,3.92,0.158,0.067,2.66,
2026-09-01T02:12:00,57.32,57.3,0,0.0,1.18,3.95,0.16,0.068,2.68,
2026-09-01T02:13:00,57.3,57.3,0,0.0,1.19,3.94,0.157,0.067,2.7,
2026-09-01T02:14:00,57.28,57.3,0,0.0,1.19,3.97,0.16,0.068,2.72,
2026-09-01T02:15:00,57.27,57.3,0,0.0,1.12,3.92,0.16,0.069,2.73,
2026-09-01T02:16:00,57.25,57.2,0,0.0,1.23,3.93,0.164,0.071,2.75,
2026-09-01T02:17:00,57.22,57.2,0,0.0,1.26,3.95,0.161,0.072,2.78,
2026-09-01T02:18:00,57.21,57.2,0,0.0,1.13,3.92,0.158,0.072,2.79,
2026-09-01T02:19:00,57.19,57.2,0,0.0,1.2,3.97,0.154,0.073,2.81,
2026-09-01T02:20:00,57.17,57.2,0,0.0,1.18,3.95,0.151,0.074,2.83,
2026-09-01T02:21:00,57.15,57.1,0,0.0,1.25,3.94,0.148,0.076,2.85,
2026-09-01T02:22:00,57.12,57.1,0,0.0,1.24,3.91,0.151,0.076,2.88,
2026-09-01T02:23:00,57.1,57.1,0,0.0,1.27,3.92,0.15,0.075,2.9,
2026-09-01T02:24:00,57.08,57.1,0,0.0,1.12,3.98,0.15,0.074,2.92,
2026-09-01T02:25:00,57.07,57.1,0,0.0,1.09,3.94,0.154,0.073,2.93,
2026-09-01T02:26:00,57.05,57.0,0,0.0,1.19,3.96,0.156,0.075,2.95,
2026-09-01T02:27:00,57.02,57.0,0,0.0,1.32,3.95,0.16,0.073,2.98,
2026-09-01T02:28:00,57.0,57.0,0,0.0,1.3,3.95,0.162,0.076,3.0,
2026-09-01T02:29:00,56.98,57.0,0,0.0,1.2,3.97,0.163,0.075,3.02,
2026-09-01T02:30:00,56.96,57.0,0,0.0,1.3,3.96,0.163,0.076,3.04,
2026-09-01T02:31:00,56.94,56.9,0,0.0,1.14,3.93,0.164,0.076,3.06,
2026-09-01T02:32:00,56.92,56.9,0,0.0,1.27,3.94,0.165,0.074,3.08,
2026-09-01T02:33:00,56.9,56.9,0,0.0,1.15,3.92,0.163,0.075,3.1,
2026-09-01T02:34:00,56.88,56.9,0,0.0,1.15,3.94,0.164,0.074,3.12,
2026-09-01T02:35:00,56.86,56.9,0,0.0,1.12,3.93,0.165,0.073,3.14,
2026-09-01T02:36:00,56.84,56.8,0,0.0,1.25,3.92,0.165,0.074,3.16,
2026-09-01T02:37:00,56.82,56.8,0,0.0,1.21,3.94,0.162,0.074,3.18,
2026-09-01T02:38:00,56.8,56.8,0,0.0,1.18,3.97,0.163,0.072,3.2,
2026-09-01T02:39:00,56.78,56.8,0,0.0,1.25,3.97,0.165,0.073,3.22,
2026-09-01T02:40:00,56.76,56.8,0,0.0,1.18,3.92,0.164,0.072,3.24,
2026-09-01T02:41:00,56.74,56.7,0,0.0,1.27,3.96,0.168,0.071,3.26,
2026-09-01T02:42:00,56.72,56.7,0,0.0,1.19,3.96,0.169,0.072,3.28,
2026-09-01T02:43:00,56.7,56.7,0,0.0,1.23,3.93,0.166,0.071,3.3,
2026-09-01T02:44:00,56.68,56.7,0,0.0,1.19,3.92,0.164,0.072,3.32,
2026-09-01T02:45:00,56.66,56.7,0,0.0,1.25,3.94,0.161,0.072,3.34,
2026-09-01T02:46:00,56.64,56.6,0,0.0,1.2,3.92,0.162,0.074,3.36,
2026-09-01T02:47:00,56.62,56.6,0,0.0,1.09,3.94,0.163,0.072,3.38,
2026-09-01T02:48:00,56.6,56.6,0,0.0,1.09,3.96,0.159,0.071,3.4,
2026-09-01T02:49:00,56.58,56.6,0,0.0,1.2,3.92,0.158,0.069,3.42,
2026-09-01T02:50:00,56.57,56.6,0,0.0,1.14,3.94,0.161,0.068,3.43,
2026-09-01T02:51:00,56.55,56.5,0,0.0,1.18,3.96,0.164,0.067,3.45,
2026-09-01T02:52:00,56.53,56.5,0,0.0,1.15,3.92,0.159,0.068,3.47,
2026-09-01T02:53:00,56.51,56.5,0,0.0,1.22,3.98,0.158,0.068,3.49,
2026-09-01T02:54:00,56.49,56.5,0,0.0,1.25,3.96,0.159,0.068,3.51,
2026-09-01T02:55:00,56.46,56.5,0,0.0,1.27,3.97,0.156,0.069,3.54,
2026-09-01T02:56:00,56.45,56.4,0,0.0,1.09,3.93,0.153,0.07,3.55,
2026-09-01T02:57:00,56.43,56.4,0,0.0,1.25,3.95,0.15,0.072,3.57,
2026-09-01T02:58:00,56.4,56.4,0,0.0,1.26,3.96,0.146,0.073,3.6,
2026-09-01T02:59:00,56.38,56.4,0,0.0,1.24,3.96,0.143,0.073,3.62,
2026-09-01T03:00:00,56.31,56.3,0,0.0,4.29,3.52,0.139,0.073,3.69,leak
2026-09-01T03:01:00,56.24,56.2,0,0.0,4.1,3.49,0.14,0.074,3.76,leak
2026-09-01T03:02:00,56.17,56.2,0,0.0,4.32,3.48,0.143,0.074,3.83,leak
2026-09-01T03:03:00,56.1,56.1,0,0.0,4.11,3.51,0.144,0.073,3.9,leak
2026-09-01T03:04:00,56.04,56.0,0,0.0,4.12,3.52,0.147,0.074,3.96,leak
2026-09-01T03:05:00,55.96,56.0,0,0.0,4.24,3.47,0.152,0.074,4.04,leak
2026-09-01T03:06:00,55.89,55.9,0,0.0,4.29,3.48,0.152,0.074,4.11,leak
2026-09-01T03:07:00,55.82,55.8,0,0.0,4.19,3.5,0.15,0.073,4.18,leak
2026-09-01T03:08:00,55.75,55.8,0,0.0,4.3,3.51,0.146,0.073,4.25,leak
2026-09-01T03:09:00,55.68,55.7,0,0.0,4.33,3.5,0.149,0.074,4.32,leak
2026-09-01T03:10:00,55.61,55.6,0,0.0,4.27,3.49,0.152,0.074,4.39,leak
2026-09-01T03:11:00,55.54,55.5,0,0.0,4.34,3.48,0.155,0.076,4.46,leak
2026-09-01T03:12:00,55.47,55.5,0,0.0,4.23,3.49,0.154,0.076,4.53,leak
2026-09-01T03:13:00,55.39,55.4,0,0.0,4.28,3.48,0.158,0.075,4.61,leak
2026-09-01T03:14:00,55.32,55.3,0,0.0,4.31,3.47,0.162,0.074,4.68,leak
2026-09-01T03:15:00,55.25,55.3,0,0.0,4.16,3.5,0.163,0.072,4.75,leak
2026-09-01T03:16:00,55.18,55.2,0,0.0,4.2,3.47,0.166,0.073,4.82,leak
2026-09-01T03:17:00,55.11,55.1,0,0.0,4.15,3.48,0.169,0.073,4.89,leak
2026-09-01T03:18:00,55.04,55.0,0,0.0,4.19,3.52,0.171,0.072,4.96,leak
2026-09-01T03:19:00,54.97,55.0,0,0.0,4.18,3.47,0.176,0.071,5.03,leak
2026-09-01T03:20:00,54.91,54.9,0,0.0,4.13,3.51,0.176,0.072,5.09,leak
2026-09-01T03:21:00,54.83,54.8,0,0.0,4.3,3.5,0.177,0.074,5.17,leak
2026-09-01T03:22:00,54.76,54.8,0,0.0,4.23,3.51,0.173,0.072,5.24,leak
2026-09-01T03:23:00,54.69,54.7,0,0.0,4.17,3.51,0.171,0.071,5.31,leak
2026-09-01T03:24:00,54.62,54.6,0,0.0,4.26,3.49,0.171,0.072,5.38,leak
2026-09-01T03:25:00,54.55,54.6,0,0.0,4.22,3.51,0.17,0.07,5.45,leak
2026-09-01T03:26:00,54.48,54.5,0,0.0,4.3,3.48,0.167,0.069,5.52,leak
2026-09-01T03:27:00,54.41,54.4,0,0.0,4.15,3.48,0.163,0.067,5.59,leak
2026-09-01T03:28:00,54.34,54.3,0,0.0,4.26,3.51,0.16,0.066,5.66,leak
2026-09-01T03:29:00,54.27,54.3,0,0.0,4.18,3.5,0.163,0.064,5.73,leak
2026-09-01T03:30:00,54.2,54.2,0,0.0,4.37,3.49,0.16,0.062,5.8,leak
2026-09-01T03:31:00,54.13,54.1,0,0.0,4.16,3.48,0.158,0.063,5.87,leak
2026-09-01T03:32:00,54.06,54.1,0,0.0,4.18,3.47,0.158,0.064,5.94,leak
2026-09-01T03:33:00,53.99,54.0,0,0.0,4.21,3.52,0.159,0.065,6.01,leak
2026-09-01T03:34:00,53.92,53.9,0,0.0,4.31,3.47,0.162,0.066,6.08,leak
2026-09-01T03:35:00,53.85,53.8,0,0.0,4.27,3.52,0.163,0.069,6.15,leak
2026-09-01T03:36:00,53.77,53.8,0,0.0,4.26,3.49,0.16,0.068,6.23,leak
2026-09-01T03:37:00,53.71,53.7,0,0.0,4.16,3.52,0.16,0.068,6.29,leak
2026-09-01T03:38:00,53.63,53.6,0,0.0,4.36,3.48,0.156,0.066,6.37,leak
2026-09-01T03:39:00,53.56,53.6,0,0.0,4.31,3.46,0.152,0.067,6.44,leak
2026-09-01T03:40:00,53.49,53.5,0,0.0,4.3,3.48,0.157,0.068,6.51,leak
2026-09-01T03:41:00,53.42,53.4,0,0.0,4.19,3.51,0.158,0.07,6.58,leak
2026-09-01T03:42:00,53.35,53.3,0,0.0,4.37,3.47,0.158,0.069,6.65,leak
2026-09-01T03:43:00,53.28,53.3,0,0.0,4.28,3.49,0.162,0.071,6.72,leak
2026-09-01T03:44:00,53.2,53.2,0,0.0,4.43,3.47,0.163,0.073,6.8,leak
2026-09-01T03:45:00,53.13,53.1,0,0.0,4.33,3.5,0.168,0.073,6.87,leak
2026-09-01T03:46:00,53.06,53.1,0,0.0,4.23,3.48,0.169,0.075,6.94,leak
2026-09-01T03:47:00,52.99,53.0,0,0.0,4.23,3.48,0.165,0.076,7.01,leak
2026-09-01T03:48:00,52.92,52.9,0,0.0,4.19,3.49,0.166,0.077,7.08,leak
2026-09-01T03:49:00,52.85,52.8,0,0.0,4.27,3.48,0.168,0.079,7.15,leak
2026-09-01T03:50:00,52.77,52.8,0,0.0,4.39,3.48,0.17,0.079,7.23,leak
2026-09-01T03:51:00,52.7,52.7,0,0.0,4.45,3.5,0.171,0.08,7.3,leak
2026-09-01T03:52:00,52.63,52.6,0,0.0,4.39,3.51,0.17,0.078,7.37,leak
2026-09-01T03:53:00,52.55,52.6,0,0.0,4.36,3.5,0.175,0.077,7.45,leak
2026-09-01T03:54:00,52.48,52.5,0,0.0,4.44,3.46,0.171,0.077,7.52,leak
2026-09-01T03:55:00,52.41,52.4,0,0.0,4.31,3.51,0.172,0.076,7.59,leak
2026-09-01T03:56:00,52.34,52.3,0,0.0,4.31,3.47,0.174,0.075,7.66,leak
2026-09-01T03:57:00,52.26,52.3,0,0.0,4.43,3.51,0.174,0.074,7.74,leak
2026-09-01T03:58:00,52.19,52.2,0,0.0,4.38,3.46,0.169,0.072,7.81,leak
2026-09-01T03:59:00,52.12,52.1,0,0.0,4.37,3.48,0.167,0.073,7.88,leak
2026-09-01T04:00:00,52.05,52.0,0,0.0,4.28,3.52,0.17,0.072,7.95,leak
2026-09-01T04:01:00,51.97,52.0,0,0.0,4.43,3.51,0.175,0.071,8.03,leak
2026-09-01T04:02:00,51.9,51.9,0,0.0,4.46,3.47,0.171,0.071,8.1,leak
2026-09-01T04:03:00,51.82,51.8,0,0.0,4.5,3.48,0.172,0.071,8.18,leak
2026-09-01T04:04:00,51.75,51.7,0,0.0,4.55,3.46,0.173,0.073,8.25,leak
2026-09-01T04:05:00,51.67,51.7,0,0.0,4.48,3.48,0.169,0.073,8.33,leak
2026-09-01T04:06:00,51.6,51.6,0,0.0,4.41,3.48,0.171,0.072,8.4,leak
2026-09-01T04:07:00,51.52,51.5,0,0.0,4.57,3.47,0.173,0.072,8.48,leak
2026-09-01T04:08:00,51.45,51.4,0,0.0,4.41,3.51,0.176,0.07,8.55,leak
2026-09-01T04:09:00,51.37,51.4,0,0.0,4.5,3.48,0.174,0.068,8.63,leak
2026-09-01T04:10:00,51.3,51.3,0,0.0,4.44,3.51,0.173,0.071,8.7,leak
2026-09-01T04:11:00,51.22,51.2,0,0.0,4.51,3.51,0.175,0.071,8.78,leak
2026-09-01T04:12:00,51.15,51.1,0,0.0,4.53,3.48,0.171,0.071,8.85,leak
2026-09-01T04:13:00,51.07,51.1,0,0.0,4.49,3.5,0.173,0.073,8.93,leak
2026-09-01T04:14:00,51.0,51.0,0,0.0,4.62,3.46,0.173,0.073,9.0,leak
2026-09-01T04:15:00,50.92,50.9,0,0.0,4.69,3.47,0.175,0.075,9.08,leak
2026-09-01T04:16:00,50.84,50.8,0,0.0,4.45,3.51,0.176,0.076,9.16,leak
2026-09-01T04:17:00,50.77,50.8,0,0.0,4.5,3.46,0.177,0.074,9.23,leak
2026-09-01T04:18:00,50.69,50.7,0,0.0,4.62,3.45,0.182,0.075,9.31,leak
2026-09-01T04:19:00,50.61,50.6,0,0.0,4.75,3.47,0.178,0.076,9.39,leak
2026-09-01T04:20:00,50.53,50.5,0,0.0,4.74,3.47,0.18,0.076,9.47,leak
2026-09-01T04:21:00,50.46,50.5,0,0.0,4.65,3.46,0.183,0.077,9.54,leak
2026-09-01T04:22:00,50.38,50.4,0,0.0,4.82,3.45,0.184,0.077,9.62,leak
2026-09-01T04:23:00,50.3,50.3,0,0.0,4.64,3.5,0.184,0.079,9.7,leak
2026-09-01T04:24:00,50.22,50.2,0,0.0,4.83,3.49,0.182,0.077,9.78,leak
2026-09-01T04:25:00,50.14,50.1,0,0.0,4.82,3.46,0.186,0.077,9.86,leak
2026-09-01T04:26:00,50.06,50.1,0,0.0,4.74,3.49,0.184,0.078,9.94,leak
2026-09-01T04:27:00,49.98,50.0,0,0.0,4.68,3.48,0.189,0.078,10.02,leak
2026-09-01T04:28:00,49.9,49.9,0,0.0,4.77,3.45,0.189,0.076,10.1,leak
2026-09-01T04:29:00,49.82,49.8,0,0.0,4.74,3.47,0.19,0.075,10.18,leak
2026-09-01T04:30:00,49.74,49.7,0,0.0,4.8,3.46,0.187,0.077,10.26,leak
2026-09-01T04:31:00,49.66,49.7,0,0.0,4.91,3.47,0.184,0.079,10.34,leak
2026-09-01T04:32:00,49.58,49.6,0,0.0,4.96,3.43,0.187,0.077,10.42,leak
2026-09-01T04:33:00,49.5,49.5,0,0.0,4.96,3.48,0.186,0.077,10.5,leak
2026-09-01T04:34:00,49.41,49.4,0,0.0,4.97,3.48,0.19,0.078,10.59,leak
2026-09-01T04:35:00,49.33,49.3,0,0.0,4.93,3.44,0.19,0.076,10.67,leak
2026-09-01T04:36:00,49.25,49.2,0,0.0,4.99,3.48,0.194,0.077,10.75,leak
2026-09-01T04:37:00,49.16,49.2,0,0.0,4.96,3.46,0.194,0.078,10.84,leak
2026-09-01T04:38:00,49.08,49.1,0,0.0,5.1,3.45,0.195,0.079,10.92,leak
2026-09-01T04:39:00,49.0,49.0,0,0.0,4.89,3.46,0.2,0.078,11.0,leak
2026-09-01T04:40:00,48.92,48.9,0,0.0,5.0,3.47,0.201,0.078,11.08,leak
2026-09-01T04:41:00,48.83,48.8,0,0.0,5.24,3.47,0.205,0.079,11.17,leak
2026-09-01T04:42:00,48.74,48.7,0,0.0,5.07,3.45,0.207,0.077,11.26,leak
